image_path,text_prompt
./dataset/00000001.jpg,football field
./dataset/00000002.jpg,football field
./dataset/00000003.jpg,football field
./dataset/00000004.jpg,football field
./dataset/00000005.jpg,football field
./dataset/00000006.jpg,football field
./dataset/00000007.jpg,football field
./dataset/00000008.jpg,football field
./dataset/00000009.jpg,football field
./dataset/00000010.jpg,football field
./dataset/00000011.jpg,football field
./dataset/00000012.jpg,football field
./dataset/00000013.jpg,football field
./dataset/00000014.jpg,football field
./dataset/00000015.jpg,football field
./dataset/00000016.jpg,football field
./dataset/00000017.jpg,football field
./dataset/00000018.jpg,football field
./dataset/00000019.jpg,football field
./dataset/00000020.jpg,football field
./dataset/00000021.jpg,football field
./dataset/00000022.jpg,football field
./dataset/00000023.jpg,football field
./dataset/00000024.jpg,football field
./dataset/00000025.jpg,football field
./dataset/00000026.jpg,football field
./dataset/00000027.jpg,football field
./dataset/00000028.jpg,football field
./dataset/00000029.jpg,football field
./dataset/00000030.jpg,football field
./dataset/00000031.jpg,football field
./dataset/00000032.jpg,football field
./dataset/00000033.jpg,football field
./dataset/00000034.jpg,football field
./dataset/00000035.jpg,football field
./dataset/00000036.jpg,football field
./dataset/00000037.jpg,football field
./dataset/00000038.jpg,football field
./dataset/00000039.jpg,football field
./dataset/00000040.jpg,football field
./dataset/00000041.jpg,football field
./dataset/00000042.jpg,football field
./dataset/00000043.jpg,football field
./dataset/00000044.jpg,football field
./dataset/00000045.jpg,football field
./dataset/00000046.jpg,football field
./dataset/00000047.jpg,football field
./dataset/00000048.jpg,football field
./dataset/00000049.jpg,football field
./dataset/00000050.jpg,football field
./dataset/00000051.jpg,football field
./dataset/00000052.jpg,football field
./dataset/00000053.jpg,football field
./dataset/00000054.jpg,football field
./dataset/00000055.jpg,football field
./dataset/00000056.jpg,football field
./dataset/00000057.jpg,football field
./dataset/00000058.jpg,football field
./dataset/00000059.jpg,football field
./dataset/00000060.jpg,football field
./dataset/00000061.jpg,football field
./dataset/00000062.jpg,football field
./dataset/00000063.jpg,football field
./dataset/00000064.jpg,football field
./dataset/00000065.jpg,football field
./dataset/00000066.jpg,football field
./dataset/00000067.jpg,football field
./dataset/00000068.jpg,football field
./dataset/00000069.jpg,football field
./dataset/00000070.jpg,football field
./dataset/00000071.jpg,football field
./dataset/00000072.jpg,football field
./dataset/00000073.jpg,football field
./dataset/00000074.jpg,football field
./dataset/00000075.jpg,football field
./dataset/00000076.jpg,football field
./dataset/00000077.jpg,football field
./dataset/00000078.jpg,football field
./dataset/00000079.jpg,football field
./dataset/00000080.jpg,football field
./dataset/00000081.jpg,football field
./dataset/00000082.jpg,football field
./dataset/00000083.jpg,football field
./dataset/00000084.jpg,football field
./dataset/00000085.jpg,football field
./dataset/00000086.jpg,football field
./dataset/00000087.jpg,football field
./dataset/00000088.jpg,football field
./dataset/00000089.jpg,football field
./dataset/00000090.jpg,football field
./dataset/00000091.jpg,football field
./dataset/00000092.jpg,football field
./dataset/00000093.jpg,football field
./dataset/00000094.jpg,football field
./dataset/00000095.jpg,football field
./dataset/00000096.jpg,football field
./dataset/00000097.jpg,football field
./dataset/00000098.jpg,football field
./dataset/00000099.jpg,football field
./dataset/00000100.jpg,football field
./dataset/00000101.jpg,football field
./dataset/00000102.jpg,football field
./dataset/00000103.jpg,football field
./dataset/00000104.jpg,football field
./dataset/00000105.jpg,football field
./dataset/00000106.jpg,football field
./dataset/00000107.jpg,football field
./dataset/00000108.jpg,football field
./dataset/00000109.jpg,football field
./dataset/00000110.jpg,football field
./dataset/00000111.jpg,football field
./dataset/00000112.jpg,football field
./dataset/00000113.jpg,football field
./dataset/00000114.jpg,football field
./dataset/00000115.jpg,football field
./dataset/00000116.jpg,football field
./dataset/00000117.jpg,football field
./dataset/00000118.jpg,football field
./dataset/00000119.jpg,football field
./dataset/00000120.jpg,football field
./dataset/00000121.jpg,football field
./dataset/00000122.jpg,football field
./dataset/00000123.jpg,football field
./dataset/00000124.jpg,football field
./dataset/00000125.jpg,football field
./dataset/00000126.jpg,football field
./dataset/00000127.jpg,football field
./dataset/00000128.jpg,football field
./dataset/00000129.jpg,football field
./dataset/00000130.jpg,football field
./dataset/00000131.jpg,football field
./dataset/00000132.jpg,football field
./dataset/00000133.jpg,football field
./dataset/00000134.jpg,football field
./dataset/00000135.jpg,football field
./dataset/00000136.jpg,football field
./dataset/00000137.jpg,football field
./dataset/00000138.jpg,football field
./dataset/00000139.jpg,football field
./dataset/00000140.jpg,football field
./dataset/00000141.jpg,football field
./dataset/00000142.jpg,football field
./dataset/00000143.jpg,football field
./dataset/00000144.jpg,football field
./dataset/00000145.jpg,football field
./dataset/00000146.jpg,football field
./dataset/00000147.jpg,football field
./dataset/00000148.jpg,football field
./dataset/00000149.jpg,football field
./dataset/00000150.jpg,football field
./dataset/00000151.jpg,football field
./dataset/00000152.jpg,football field
./dataset/00000153.jpg,football field
./dataset/00000154.jpg,football field
./dataset/00000155.jpg,football field
./dataset/00000156.jpg,football field
./dataset/00000157.jpg,football field
./dataset/00000158.jpg,football field
./dataset/00000159.jpg,football field
./dataset/00000160.jpg,football field
./dataset/00000161.jpg,football field
./dataset/00000162.jpg,football field
./dataset/00000163.jpg,football field
./dataset/00000164.jpg,football field
./dataset/00000165.jpg,football field
./dataset/00000166.jpg,football field
./dataset/00000167.jpg,football field
./dataset/00000168.jpg,football field
./dataset/00000169.jpg,football field
./dataset/00000170.jpg,football field
./dataset/00000171.jpg,football field
./dataset/00000172.jpg,football field
./dataset/00000173.jpg,football field
./dataset/00000174.jpg,football field
./dataset/00000175.jpg,football field
./dataset/00000176.jpg,football field
./dataset/00000177.jpg,football field
./dataset/00000178.jpg,football field
./dataset/00000179.jpg,football field
./dataset/00000180.jpg,football field
./dataset/00000181.jpg,football field
./dataset/00000182.jpg,football field
./dataset/00000183.jpg,football field
./dataset/00000184.jpg,football field
./dataset/00000185.jpg,football field
./dataset/00000186.jpg,football field
./dataset/00000187.jpg,football field
./dataset/00000188.jpg,football field
./dataset/00000189.jpg,football field
./dataset/00000190.jpg,football field
./dataset/00000191.jpg,football field
./dataset/00000192.jpg,football field
./dataset/00000193.jpg,football field
./dataset/00000194.jpg,football field
./dataset/00000195.jpg,football field
./dataset/00000196.jpg,football field
./dataset/00000197.jpg,football field
./dataset/00000198.jpg,football field
./dataset/00000199.jpg,football field
./dataset/00000200.jpg,football field
./dataset/00000201.jpg,football field
./dataset/00000202.jpg,football field
./dataset/00000203.jpg,football field
./dataset/00000204.jpg,football field
./dataset/00000205.jpg,football field
./dataset/00000206.jpg,football field
./dataset/00000207.jpg,football field
./dataset/00000208.jpg,football field
./dataset/00000209.jpg,football field
./dataset/00000210.jpg,football field
./dataset/00000211.jpg,football field
./dataset/00000212.jpg,football field
./dataset/00000213.jpg,football field
./dataset/00000214.jpg,football field
./dataset/00000215.jpg,football field
./dataset/00000216.jpg,football field
./dataset/00000217.jpg,football field
./dataset/00000218.jpg,football field
./dataset/00000219.jpg,football field
./dataset/00000220.jpg,football field
./dataset/00000221.jpg,football field
./dataset/00000222.jpg,football field
./dataset/00000223.jpg,football field
./dataset/00000224.jpg,football field
./dataset/00000225.jpg,football field
./dataset/00000226.jpg,football field
./dataset/00000227.jpg,football field
./dataset/00000228.jpg,football field
./dataset/00000229.jpg,football field
./dataset/00000230.jpg,football field
./dataset/00000231.jpg,football field
./dataset/00000232.jpg,football field
./dataset/00000233.jpg,football field
./dataset/00000234.jpg,football field
./dataset/00000235.jpg,football field
./dataset/00000236.jpg,football field
./dataset/00000237.jpg,football field
./dataset/00000238.jpg,football field
./dataset/00000239.jpg,football field
./dataset/00000240.jpg,football field
./dataset/00000241.jpg,football field
./dataset/00000242.jpg,football field
./dataset/00000243.jpg,football field
./dataset/00000244.jpg,football field
./dataset/00000245.jpg,football field
./dataset/00000246.jpg,football field
./dataset/00000247.jpg,football field
./dataset/00000248.jpg,football field
./dataset/00000249.jpg,football field
./dataset/00000250.jpg,football field
./dataset/00000251.jpg,football field
./dataset/00000252.jpg,football field
./dataset/00000253.jpg,football field
./dataset/00000254.jpg,football field
./dataset/00000255.jpg,football field
./dataset/00000256.jpg,football field
./dataset/00000257.jpg,football field
./dataset/00000258.jpg,football field
./dataset/00000259.jpg,football field
./dataset/00000260.jpg,football field
./dataset/00000261.jpg,football field
./dataset/00000262.jpg,football field
./dataset/00000263.jpg,football field
./dataset/00000264.jpg,football field
./dataset/00000265.jpg,football field
./dataset/00000266.jpg,football field
./dataset/00000267.jpg,football field
./dataset/00000268.jpg,football field
./dataset/00000269.jpg,football field
./dataset/00000270.jpg,football field
./dataset/00000271.jpg,football field
./dataset/00000272.jpg,football field
./dataset/00000273.jpg,football field
./dataset/00000274.jpg,football field
./dataset/00000275.jpg,football field
./dataset/00000276.jpg,football field
./dataset/00000277.jpg,football field
./dataset/00000278.jpg,football field
./dataset/00000279.jpg,football field
./dataset/00000280.jpg,football field
./dataset/00000281.jpg,football field
./dataset/00000282.jpg,football field
./dataset/00000283.jpg,football field
./dataset/00000284.jpg,football field
./dataset/00000285.jpg,football field
./dataset/00000286.jpg,football field
./dataset/00000287.jpg,football field
./dataset/00000288.jpg,football field
./dataset/00000289.jpg,football field
./dataset/00000290.jpg,football field
./dataset/00000291.jpg,football field
./dataset/00000292.jpg,football field
./dataset/00000293.jpg,football field
./dataset/00000294.jpg,football field
./dataset/00000295.jpg,football field
./dataset/00000296.jpg,football field
./dataset/00000297.jpg,football field
./dataset/00000298.jpg,football field
./dataset/00000299.jpg,football field
./dataset/00000300.jpg,football field
./dataset/00000301.jpg,football field
./dataset/00000302.jpg,football field
./dataset/00000303.jpg,football field
./dataset/00000304.jpg,football field
./dataset/00000305.jpg,football field
./dataset/00000306.jpg,football field
./dataset/00000307.jpg,football field
./dataset/00000308.jpg,football field
./dataset/00000309.jpg,football field
./dataset/00000310.jpg,football field
./dataset/00000311.jpg,football field
./dataset/00000312.jpg,football field
./dataset/00000313.jpg,football field
./dataset/00000314.jpg,football field
./dataset/00000315.jpg,football field
./dataset/00000316.jpg,football field
./dataset/00000317.jpg,football field
./dataset/00000318.jpg,football field
./dataset/00000319.jpg,football field
./dataset/00000320.jpg,football field
./dataset/00000321.jpg,football field
./dataset/00000322.jpg,football field
./dataset/00000323.jpg,football field
./dataset/00000324.jpg,football field
./dataset/00000325.jpg,football field
./dataset/00000326.jpg,football field
./dataset/00000327.jpg,football field
./dataset/00000328.jpg,football field
./dataset/00000329.jpg,football field
./dataset/00000330.jpg,football field
./dataset/00000331.jpg,football field
./dataset/00000332.jpg,football field
./dataset/00000333.jpg,football field
./dataset/00000334.jpg,football field
./dataset/00000335.jpg,football field
./dataset/00000336.jpg,football field
./dataset/00000337.jpg,football field
./dataset/00000338.jpg,football field
./dataset/00000339.jpg,football field
./dataset/00000340.jpg,football field
./dataset/00000341.jpg,football field
./dataset/00000342.jpg,football field
./dataset/00000343.jpg,football field
./dataset/00000344.jpg,football field
./dataset/00000345.jpg,football field
./dataset/00000346.jpg,football field
./dataset/00000347.jpg,football field
./dataset/00000348.jpg,football field
./dataset/00000349.jpg,football field
./dataset/00000350.jpg,football field
./dataset/00000351.jpg,football field
./dataset/00000352.jpg,football field
./dataset/00000353.jpg,football field
./dataset/00000354.jpg,football field
./dataset/00000355.jpg,football field
./dataset/00000356.jpg,football field
./dataset/00000357.jpg,football field
./dataset/00000358.jpg,football field
./dataset/00000359.jpg,football field
./dataset/00000360.jpg,football field
./dataset/00000361.jpg,football field
./dataset/00000362.jpg,football field
./dataset/00000363.jpg,football field
./dataset/00000364.jpg,football field
./dataset/00000365.jpg,football field
./dataset/00000366.jpg,football field
./dataset/00000367.jpg,football field
./dataset/00000368.jpg,football field
./dataset/00000369.jpg,football field
./dataset/00000370.jpg,football field
./dataset/00000371.jpg,football field
./dataset/00000372.jpg,football field
./dataset/00000373.jpg,football field
./dataset/00000374.jpg,football field
./dataset/00000375.jpg,football field
./dataset/00000376.jpg,football field
./dataset/00000377.jpg,football field
./dataset/00000378.jpg,football field
./dataset/00000379.jpg,football field
./dataset/00000380.jpg,football field
./dataset/00000381.jpg,football field
./dataset/00000382.jpg,football field
./dataset/00000383.jpg,football field
./dataset/00000384.jpg,football field
./dataset/00000385.jpg,football field
./dataset/00000386.jpg,football field
./dataset/00000387.jpg,football field
./dataset/00000388.jpg,football field
./dataset/00000389.jpg,football field
./dataset/00000390.jpg,football field
./dataset/00000391.jpg,football field
./dataset/00000392.jpg,football field
./dataset/00000393.jpg,football field
./dataset/00000394.jpg,football field
./dataset/00000395.jpg,football field
./dataset/00000396.jpg,football field
./dataset/00000397.jpg,football field
./dataset/00000398.jpg,football field
./dataset/00000399.jpg,football field
./dataset/00000400.jpg,football field
./dataset/00000401.jpg,football field
./dataset/00000402.jpg,football field
./dataset/00000403.jpg,football field
./dataset/00000404.jpg,football field
./dataset/00000405.jpg,football field
./dataset/00000406.jpg,football field
./dataset/00000407.jpg,football field
./dataset/00000408.jpg,football field
./dataset/00000409.jpg,football field
./dataset/00000410.jpg,football field
./dataset/00000411.jpg,football field
./dataset/00000412.jpg,football field
./dataset/00000413.jpg,football field
./dataset/00000414.jpg,football field
./dataset/00000415.jpg,football field
./dataset/00000416.jpg,football field
./dataset/00000417.jpg,football field
./dataset/00000418.jpg,football field
./dataset/00000419.jpg,football field
./dataset/00000420.jpg,football field
./dataset/00000421.jpg,football field
./dataset/00000422.jpg,football field
./dataset/00000423.jpg,football field
./dataset/00000424.jpg,football field
./dataset/00000425.jpg,football field
./dataset/00000426.jpg,football field
./dataset/00000427.jpg,football field
./dataset/00000428.jpg,football field
./dataset/00000429.jpg,football field
./dataset/00000430.jpg,football field
./dataset/00000431.jpg,football field
./dataset/00000432.jpg,football field
./dataset/00000433.jpg,football field
./dataset/00000434.jpg,football field
./dataset/00000435.jpg,football field
./dataset/00000436.jpg,football field
